时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
9:59:55,99235,1567,56.412,1429,51.444,0,0.0,0.0,56319.5,,259,815,0,5328,0,100
9:59:55,99234,1567,56.412,1429,51.444,1,0.036,0.002,56319.502,,259,805,0,5760,0,100
9:59:55,99234,1567,56.412,1429,51.444,4,0.144,0.01,56319.51,,259,805,0,6180,0,100
9:59:55,99233,1567,56.412,1429,51.444,5,0.18,0.02,56319.52,,259,805,0,7020,0,100
9:59:55,99231,1567,56.412,1429,51.444,8,0.288,0.036,56319.536,,259,805,0,7512,0,100
9:59:56,99229,1567,56.412,1429,51.444,11,0.396,0.058,56319.558,,259,805,0,7728,0,100
9:59:56,99225,1567,56.412,1429,51.444,16,0.576,0.09,56319.59,,259,810,0,8220,0,100
9:59:56,99221,1567,56.412,1429,51.444,21,0.756,0.132,56319.632,,259,805,0,8628,0,100
9:59:56,99216,1567,56.412,1429,51.444,25,0.9,0.182,56319.682,,259,805,0,9492,0,100
9:59:56,99210,1567,56.412,1429,51.444,32,1.152,0.246,56319.746,,259,805,0,9972,0,100
9:59:57,99202,1567,56.412,1429,51.444,40,1.44,0.326,56319.826,,259,805,0,10248,0,100
9:59:57,99192,1567,56.412,1429,51.444,48,1.728,0.422,56319.922,,259,805,0,10728,0,100
9:59:57,99181,1567,56.412,1429,51.444,55,1.98,0.532,56320.032,,259,795,13,11088,0,100
9:59:57,99168,1567,56.412,1429,51.444,66,2.376,0.664,56320.164,,259,800,13,11580,0,100
9:59:57,99153,1567,56.412,1429,51.444,75,2.7,0.814,56320.314,,259,800,27,12204,0,100
9:59:58,99136,1567,56.412,1429,51.444,87,3.132,0.988,56320.488,,259,810,27,12696,0,100
9:59:58,99116,1567,56.412,1429,51.444,98,3.528,1.184,56320.684,,259,810,41,13128,0,100
9:59:58,99093,1567,56.412,1429,51.444,112,4.032,1.408,56320.908,,259,815,55,13548,0,100
9:59:58,99069,1567,56.412,1429,51.444,124,4.464,1.656,56321.156,,259,791,55,14388,0,100
9:59:58,99041,1567,56.412,1429,51.444,138,4.968,1.932,56321.432,,259,800,55,14664,0,100
9:59:59,99010,1567,56.412,1429,51.444,154,5.544,2.24,56321.74,,259,800,83,15096,0,100
9:59:59,98977,1567,56.412,1429,51.444,169,6.084,2.578,56322.078,,259,786,97,15516,0,100
9:59:59,98939,1567,56.412,1429,51.444,186,6.696,2.95,56322.45,,259,786,125,15996,0,100
9:59:59,98899,1567,56.412,1429,51.444,203,7.308,3.356,56322.856,,259,791,125,16620,0,100
9:59:59,98855,1567,56.412,1429,51.444,221,7.956,3.798,56323.298,,259,791,152,17112,0,100
10:00:00,98807,1567,56.412,1429,51.444,240,8.64,4.278,56323.778,,259,800,152,17544,0,100
