时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
10:53:08,24591,873,31.428,735,26.46,0,0.0,0.0,65632.558,,218,815,0,6108,2,100
10:53:09,24591,873,31.428,735,26.46,1,0.036,0.002,65632.56,,218,810,0,6408,2,100
10:53:09,24589,873,31.428,735,26.46,8,0.288,0.018,65632.576,,218,810,0,8064,2,100
10:53:09,24587,873,31.428,735,26.46,15,0.54,0.048,65632.606,,218,810,0,8556,2,100
10:53:10,24583,873,31.428,735,26.46,20,0.72,0.088,65632.646,,218,810,0,9372,2,100
10:53:10,24578,873,31.428,735,26.46,25,0.9,0.138,65632.696,,218,810,0,9720,2,100
10:53:10,24571,873,31.428,735,26.46,31,1.116,0.2,65632.758,,218,805,0,10140,2,100
10:53:10,24564,873,31.428,735,26.46,39,1.404,0.278,65632.836,,218,800,0,10524,2,100
10:53:10,24554,873,31.428,735,26.46,47,1.692,0.372,65632.93,,218,810,13,11016,2,100
10:53:11,24543,873,31.428,735,26.46,56,2.016,0.484,65633.042,,218,810,13,11676,2,100
10:53:11,24530,873,31.428,735,26.46,65,2.34,0.614,65633.172,,218,805,13,12096,2,100
10:53:11,24515,873,31.428,735,26.46,75,2.7,0.764,65633.322,,218,805,27,12480,2,100
10:53:11,24497,873,31.428,735,26.46,88,3.168,0.94,65633.498,,218,800,41,12972,2,100
10:53:11,24477,873,31.428,735,26.46,100,3.6,1.14,65633.698,,218,800,55,13776,2,100
10:53:12,24455,873,31.428,735,26.46,112,4.032,1.364,65633.922,,218,800,55,14136,2,100
10:53:12,24430,873,31.428,735,26.46,126,4.536,1.616,65634.174,,218,800,55,14556,2,100
10:53:12,24402,873,31.428,735,26.46,140,5.04,1.896,65634.454,,218,795,69,14940,2,100
10:53:12,24371,873,31.428,735,26.46,155,5.58,2.206,65634.764,,218,800,83,15432,2,100
10:53:12,24337,873,31.428,735,26.46,170,6.12,2.546,65635.104,,218,791,111,16236,2,100
10:53:13,24300,873,31.428,735,26.46,186,6.696,2.918,65635.476,,218,791,111,16512,2,100
10:53:13,24259,873,31.428,735,26.46,205,7.38,3.328,65635.886,,218,791,125,17016,2,100
10:53:13,24213,873,31.428,735,26.46,223,8.028,3.774,65636.332,,218,781,152,17388,2,100
10:53:13,24165,873,31.428,735,26.46,241,8.676,4.256,65636.814,,218,781,180,17628,2,100
10:53:13,24114,873,31.428,735,26.46,259,9.324,4.774,65637.332,,218,781,180,17664,2,100
10:53:14,24058,873,31.428,735,26.46,278,10.008,5.33,65637.888,,218,786,180,17664,2,100
10:53:14,23999,873,31.428,735,26.46,295,10.62,5.92,65638.478,,218,786,180,17664,2,100
10:53:14,23919,873,31.428,735,26.46,315,11.34,6.55,65639.108,,218,781,222,17664,2,100
10:53:14,23852,873,31.428,735,26.46,332,11.952,7.214,65639.772,,218,776,263,17664,2,100
10:53:14,23783,873,31.428,735,26.46,350,12.6,7.914,65640.472,,218,776,263,17664,2,100
10:53:15,23709,873,31.428,735,26.46,368,13.248,8.65,65641.208,,218,776,277,17664,2,100
10:53:15,23632,873,31.428,735,26.46,386,13.896,9.422,65641.98,,218,776,277,17652,2,100
10:53:15,23550,873,31.428,735,26.46,403,14.508,10.228,65642.786,,218,771,319,17664,2,100
10:53:15,23465,873,31.428,735,26.46,422,15.192,11.072,65643.63,,218,766,347,17652,2,100
10:53:15,23378,873,31.428,735,26.46,439,15.804,11.95,65644.508,,218,766,347,17664,2,100
10:53:16,23286,873,31.428,735,26.46,457,16.452,12.864,65645.422,,218,766,347,17664,2,100
10:53:16,23191,873,31.428,735,26.46,476,17.136,13.816,65646.374,,218,766,388,17652,2,100
10:53:16,23093,873,31.428,735,26.46,494,17.784,14.804,65647.362,,218,761,430,17664,2,100
10:53:16,22991,873,31.428,735,26.46,511,18.396,15.826,65648.384,,218,761,444,17664,2,100
10:53:16,22886,873,31.428,735,26.46,529,19.044,16.884,65649.442,,218,771,444,17652,2,100
10:53:17,22776,873,31.428,735,26.46,547,19.692,17.978,65650.536,,218,766,472,17652,2,100
10:53:17,22664,873,31.428,735,26.46,564,20.304,19.106,65651.664,,218,766,472,17652,2,99
10:53:17,22545,873,31.428,735,26.46,583,20.988,20.272,65652.83,,218,761,500,17664,2,83
10:53:17,22425,873,31.428,735,26.46,600,21.6,21.472,65654.03,,218,771,513,17664,2,69
10:53:17,22301,873,31.428,735,26.46,620,22.32,22.712,65655.27,,218,771,513,17664,2,52
10:53:18,22174,873,31.428,735,26.46,636,22.896,23.984,65656.542,,218,771,555,17568,2,40
10:53:18,22044,873,31.428,735,26.46,654,23.544,25.292,65657.85,,218,766,583,16416,2,27
10:53:18,21912,873,31.428,735,26.46,664,23.904,26.62,65659.178,,218,766,611,13848,2,25
10:53:18,21777,873,31.428,735,26.46,675,24.3,27.97,65660.528,,218,771,611,11604,2,24
10:53:18,21641,873,31.428,735,26.46,682,24.552,29.334,65661.892,,218,771,625,10044,2,24
10:53:19,21504,873,31.428,735,26.46,689,24.804,30.712,65663.27,,218,776,625,8676,2,22
10:53:19,21366,873,31.428,735,26.46,692,24.912,32.096,65664.654,,218,810,652,7704,2,24
10:53:19,21223,873,31.428,735,26.46,697,25.092,33.49,65666.048,,218,810,680,7344,2,23
10:53:19,21083,873,31.428,735,26.46,700,25.2,34.89,65667.448,,218,839,680,7296,2,21
10:53:19,20943,873,31.428,735,26.46,702,25.272,36.294,65668.852,,218,839,680,7140,2,22
10:53:20,20803,873,31.428,735,26.46,706,25.416,37.706,65670.264,,218,839,694,7212,2,19
10:53:20,20661,873,31.428,735,26.46,710,25.56,39.126,65671.684,,218,844,694,7116,2,13
10:53:20,20519,873,31.428,735,26.46,713,25.668,40.552,65673.11,,218,844,694,6948,2,11
10:53:20,20376,873,31.428,735,26.46,715,25.74,41.982,65674.54,,218,849,694,6948,2,11
10:53:20,20233,873,31.428,735,26.46,719,25.884,43.42,65675.978,,218,849,694,6660,2,8
10:53:21,20089,873,31.428,735,26.46,719,25.884,44.858,65677.416,,218,844,708,6192,2,9
10:53:21,19945,873,31.428,735,26.46,722,25.992,46.302,65678.86,,218,849,708,5556,2,8
10:53:21,19798,873,31.428,735,26.46,720,25.92,47.742,65680.3,,218,849,708,5508,2,12
10:53:21,19654,873,31.428,735,26.46,723,26.028,49.188,65681.746,,218,864,722,5220,2,10
10:53:21,19509,873,31.428,735,26.46,723,26.028,50.634,65683.192,,218,864,722,5220,2,9
10:53:22,19365,873,31.428,735,26.46,723,26.028,52.08,65684.638,,218,864,722,5268,2,10
10:53:22,19221,873,31.428,735,26.46,725,26.1,53.53,65686.088,,218,869,722,5544,2,8
10:53:22,19076,873,31.428,735,26.46,724,26.064,54.978,65687.536,,218,869,722,5460,2,9
10:53:22,18931,873,31.428,735,26.46,726,26.136,56.43,65688.988,,218,864,722,5256,2,8
10:53:22,18787,873,31.428,735,26.46,725,26.1,57.88,65690.438,,218,864,722,5292,2,8
10:53:23,18641,873,31.428,735,26.46,728,26.208,59.336,65691.894,,218,869,722,5136,2,5
10:53:23,18497,873,31.428,735,26.46,725,26.1,60.786,65693.344,,218,869,722,5208,2,9
10:53:23,18348,873,31.428,735,26.46,727,26.172,62.24,65694.798,,218,864,722,5088,2,9
10:53:23,18203,873,31.428,735,26.46,726,26.136,63.692,65696.25,,218,864,722,5124,2,9
10:53:23,18058,873,31.428,735,26.46,728,26.208,65.148,65697.706,,218,864,722,4908,2,6
10:53:24,17913,873,31.428,735,26.46,727,26.172,66.602,65699.16,,218,864,722,5124,2,7
10:53:24,17768,873,31.428,735,26.46,729,26.244,68.06,65700.618,,218,874,722,5184,2,5
10:53:24,17622,873,31.428,735,26.46,728,26.208,69.516,65702.074,,218,874,722,5172,2,6
10:53:24,17477,873,31.428,735,26.46,727,26.172,70.97,65703.528,,218,869,722,4980,2,9
10:53:24,17332,873,31.428,735,26.46,728,26.208,72.426,65704.984,,218,869,722,4884,2,8
10:53:25,17188,873,31.428,735,26.46,725,26.1,73.876,65706.434,,218,869,722,4728,2,11
10:53:25,17043,873,31.428,735,26.46,725,26.1,75.326,65707.884,,218,869,722,4800,2,13
10:53:25,16895,873,31.428,735,26.46,724,26.064,76.774,65709.332,,218,869,722,5124,2,12
10:53:25,16750,873,31.428,735,26.46,725,26.1,78.224,65710.782,,218,869,722,5124,2,10
10:53:25,16605,873,31.428,735,26.46,727,26.172,79.678,65712.236,,218,869,722,5340,2,5
10:53:26,16460,873,31.428,735,26.46,726,26.136,81.13,65713.688,,218,869,722,5676,2,6
10:53:26,16315,873,31.428,735,26.46,728,26.208,82.586,65715.144,,218,869,722,5676,2,6
10:53:26,16170,873,31.428,735,26.46,727,26.172,84.04,65716.598,,218,854,722,5448,2,7
10:53:26,16025,873,31.428,735,26.46,728,26.208,85.496,65718.054,,218,854,722,5040,2,7
10:53:26,15880,873,31.428,735,26.46,729,26.244,86.954,65719.512,,218,854,722,4848,2,5
10:53:27,15735,873,31.428,735,26.46,727,26.172,88.408,65720.966,,218,854,722,4800,2,8
10:53:27,15589,873,31.428,735,26.46,728,26.208,89.864,65722.422,,218,869,722,4908,2,8
10:53:27,15440,873,31.428,735,26.46,729,26.244,91.322,65723.88,,218,869,722,4932,2,5
10:53:27,15295,873,31.428,735,26.46,728,26.208,92.778,65725.336,,218,859,722,4788,2,6
10:53:27,15150,873,31.428,735,26.46,726,26.136,94.23,65726.788,,218,844,722,5064,2,11
10:53:28,15005,873,31.428,735,26.46,727,26.172,95.684,65728.242,,218,844,722,5112,2,10
10:53:28,14860,873,31.428,735,26.46,726,26.136,97.136,65729.694,,218,849,722,4836,2,9
10:53:28,14715,873,31.428,735,26.46,729,26.244,98.594,65731.152,,218,839,722,4848,2,5
10:53:28,14569,873,31.428,735,26.46,728,26.208,100.05,65732.608,,218,839,722,5220,2,4
10:53:28,14424,873,31.428,735,26.46,730,26.28,101.51,65734.068,,218,849,722,5328,2,4
10:53:29,14278,873,31.428,735,26.46,731,26.316,102.972,65735.53,,218,830,722,5292,2,2
10:53:29,14133,873,31.428,735,26.46,729,26.244,104.43,65736.988,,218,830,722,4812,2,6
10:53:29,13984,873,31.428,735,26.46,728,26.208,105.886,65738.444,,218,825,722,4644,2,10
10:53:29,13839,873,31.428,735,26.46,727,26.172,107.34,65739.898,,218,825,722,4560,2,11
10:53:29,13694,873,31.428,735,26.46,727,26.172,108.794,65741.352,,218,820,722,4308,2,10
10:53:30,13549,873,31.428,735,26.46,723,26.028,110.24,65742.798,,218,825,722,4692,2,14
10:53:30,13405,873,31.428,735,26.46,725,26.1,111.69,65744.248,,218,825,722,5100,2,12
10:53:30,13261,873,31.428,735,26.46,723,26.028,113.136,65745.694,,218,825,722,5412,2,12
10:53:30,13116,873,31.428,735,26.46,725,26.1,114.586,65747.144,,218,825,722,5388,2,9
10:53:30,12971,873,31.428,735,26.46,725,26.1,116.036,65748.594,,218,810,722,5736,2,8
10:53:31,12826,873,31.428,735,26.46,726,26.136,117.488,65750.046,,218,810,722,5712,2,7
10:53:31,12681,873,31.428,735,26.46,729,26.244,118.946,65751.504,,218,805,722,5652,2,3
10:53:31,12532,873,31.428,735,26.46,729,26.244,120.404,65752.962,,218,805,722,5376,2,2
10:53:31,12386,873,31.428,735,26.46,731,26.316,121.866,65754.424,,218,810,722,5244,2,2
10:53:31,12241,873,31.428,735,26.46,728,26.208,123.322,65755.88,,218,810,722,4980,2,7
10:53:32,12099,873,31.428,735,26.46,728,26.208,124.778,65757.336,,218,815,722,4452,2,10
10:53:32,11954,873,31.428,735,26.46,725,26.1,126.228,65758.786,,218,815,722,4356,2,13
10:53:32,11809,873,31.428,735,26.46,725,26.1,127.678,65760.236,,218,815,722,4284,2,13
10:53:32,11664,873,31.428,735,26.46,725,26.1,129.128,65761.686,,218,810,722,4824,2,11
10:53:32,11520,873,31.428,735,26.46,723,26.028,130.574,65763.132,,218,815,722,5148,2,12
10:53:33,11375,873,31.428,735,26.46,726,26.136,132.026,65764.584,,218,815,722,5568,2,8
10:53:33,11231,873,31.428,735,26.46,725,26.1,133.476,65766.034,,218,810,722,5772,2,7
10:53:33,11082,873,31.428,735,26.46,728,26.208,134.932,65767.49,,218,805,722,5604,2,5
10:53:33,10937,873,31.428,735,26.46,729,26.244,136.39,65768.948,,218,805,722,5664,2,2
10:53:33,10791,873,31.428,735,26.46,728,26.208,137.846,65770.404,,218,805,722,5232,2,6
10:53:34,10649,873,31.428,735,26.46,729,26.244,139.304,65771.862,,218,805,722,5076,2,6
10:53:34,10504,873,31.428,735,26.46,729,26.244,140.762,65773.32,,218,810,722,4728,2,6
