时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
8:25:29,175659,1568,56.448,1430,51.48,0,0.0,0.0,22756.106,,229,834,0,5664,2,100
8:25:30,175659,1568,56.448,1430,51.48,2,0.072,0.004,22756.11,,229,825,0,6156,2,100
8:25:30,175658,1568,56.448,1430,51.48,5,0.18,0.014,22756.12,,229,825,0,6492,2,100
8:25:30,175657,1568,56.448,1430,51.48,7,0.252,0.028,22756.134,,229,825,0,6984,2,100
8:25:30,175655,1568,56.448,1430,51.48,10,0.36,0.048,22756.154,,229,825,0,7632,2,100
8:25:30,175652,1568,56.448,1430,51.48,12,0.432,0.072,22756.178,,229,820,0,8112,2,100
8:25:31,175649,1568,56.448,1430,51.48,17,0.612,0.106,22756.212,,229,820,0,8604,2,100
8:25:31,175645,1568,56.448,1430,51.48,21,0.756,0.148,22756.254,,229,815,0,8964,2,100
8:25:31,175639,1568,56.448,1430,51.48,26,0.936,0.2,22756.306,,229,815,0,9444,2,100
8:25:31,175633,1568,56.448,1430,51.48,33,1.188,0.266,22756.372,,229,810,0,10092,2,100
8:25:31,175625,1568,56.448,1430,51.48,40,1.44,0.346,22756.452,,229,810,0,10572,2,100
8:25:32,175615,1568,56.448,1430,51.48,47,1.692,0.44,22756.546,,229,820,0,10920,2,100
8:25:32,175604,1568,56.448,1430,51.48,56,2.016,0.552,22756.658,,229,864,13,11400,2,100
8:25:32,175592,1568,56.448,1430,51.48,65,2.34,0.682,22756.788,,229,864,13,11700,2,100
8:25:32,175576,1568,56.448,1430,51.48,75,2.7,0.832,22756.938,,229,844,27,12540,2,100
8:25:32,175559,1568,56.448,1430,51.48,85,3.06,1.002,22757.108,,229,844,27,13020,2,100
8:25:33,175540,1568,56.448,1430,51.48,98,3.528,1.198,22757.304,,229,825,41,13368,2,100
8:25:33,175518,1568,56.448,1430,51.48,110,3.96,1.418,22757.524,,229,815,55,13668,2,100
8:25:33,175493,1568,56.448,1430,51.48,123,4.428,1.664,22757.77,,229,820,69,14112,2,100
8:25:33,175466,1568,56.448,1430,51.48,136,4.896,1.936,22758.042,,229,820,69,15000,2,100
8:25:33,175436,1568,56.448,1430,51.48,152,5.472,2.24,22758.346,,229,810,83,15492,2,100
8:25:34,175402,1568,56.448,1430,51.48,167,6.012,2.574,22758.68,,229,810,83,15828,2,100
8:25:34,175366,1568,56.448,1430,51.48,183,6.588,2.94,22759.046,,229,825,97,16116,2,100
8:25:34,175326,1568,56.448,1430,51.48,201,7.236,3.342,22759.448,,229,820,125,16956,2,100
8:25:34,175281,1568,56.448,1430,51.48,218,7.848,3.778,22759.884,,229,825,138,17448,2,100
8:25:34,175234,1568,56.448,1430,51.48,237,8.532,4.252,22760.358,,229,825,138,17616,2,100
8:25:35,175183,1568,56.448,1430,51.48,256,9.216,4.764,22760.87,,229,805,166,17664,2,100
8:25:35,175128,1568,56.448,1430,51.48,274,9.864,5.312,22761.418,,229,810,180,17664,2,100
8:25:35,175070,1568,56.448,1430,51.48,291,10.476,5.894,22762.0,,229,810,222,17676,2,100
8:25:35,175008,1568,56.448,1430,51.48,310,11.16,6.514,22762.62,,229,810,222,17664,2,100
8:25:35,174943,1568,56.448,1430,51.48,329,11.844,7.172,22763.278,,229,795,236,17664,2,100
8:25:36,174801,1568,56.448,1430,51.48,364,13.104,7.9,22764.006,,229,805,277,17664,2,100
8:25:36,174801,1568,56.448,1430,51.48,364,13.104,8.628,22764.734,,229,805,277,17664,2,100
8:25:36,174725,1568,56.448,1430,51.48,381,13.716,9.39,22765.496,,229,805,291,17664,2,100
8:25:36,174643,1568,56.448,1430,51.48,402,14.472,10.194,22766.3,,229,805,291,17664,2,100
8:25:36,174559,1568,56.448,1430,51.48,419,15.084,11.032,22767.138,,229,800,319,17676,2,100
8:25:37,174472,1568,56.448,1430,51.48,435,15.66,11.902,22768.008,,229,805,347,17664,2,100
8:25:37,174379,1568,56.448,1430,51.48,456,16.416,12.814,22768.92,,229,805,388,17664,2,100
8:25:37,174285,1568,56.448,1430,51.48,472,16.992,13.758,22769.864,,229,800,388,17664,2,100
8:25:37,174187,1568,56.448,1430,51.48,491,17.676,14.74,22770.846,,229,800,416,17676,2,100
8:25:37,174085,1568,56.448,1430,51.48,510,18.36,15.76,22771.866,,229,791,430,17664,2,100
8:25:38,173981,1568,56.448,1430,51.48,526,18.936,16.812,22772.918,,229,791,458,17664,2,100
8:25:38,173872,1568,56.448,1430,51.48,544,19.584,17.9,22774.006,,229,791,458,17664,2,100
8:25:38,173760,1568,56.448,1430,51.48,563,20.268,19.026,22775.132,,229,791,500,17664,2,100
8:25:38,173641,1568,56.448,1430,51.48,580,20.88,20.186,22776.292,,229,781,500,17664,2,100
8:25:38,173521,1568,56.448,1430,51.48,600,21.6,21.386,22777.492,,229,781,513,17664,2,100
8:25:39,173399,1568,56.448,1430,51.48,616,22.176,22.618,22778.724,,229,776,541,17676,2,100
8:25:39,173272,1568,56.448,1430,51.48,636,22.896,23.89,22779.996,,229,786,569,17664,2,100
8:25:39,173142,1568,56.448,1430,51.48,653,23.508,25.196,22781.302,,229,786,569,17664,2,100
8:25:39,173008,1568,56.448,1430,51.48,671,24.156,26.538,22782.644,,229,776,583,17676,2,100
8:25:39,172870,1568,56.448,1430,51.48,689,24.804,27.916,22784.022,,229,795,625,17664,2,100
8:25:40,172729,1568,56.448,1430,51.48,708,25.488,29.332,22785.438,,229,776,625,17664,2,100
8:25:40,172584,1568,56.448,1430,51.48,725,26.1,30.782,22786.888,,229,776,638,17664,2,100
8:25:40,172436,1568,56.448,1430,51.48,743,26.748,32.268,22788.374,,229,786,638,17664,2,100
8:25:40,172280,1568,56.448,1430,51.48,763,27.468,33.794,22789.9,,229,786,652,17664,2,100
8:25:40,172124,1568,56.448,1430,51.48,780,28.08,35.354,22791.46,,229,776,694,17676,2,100
8:25:41,171965,1568,56.448,1430,51.48,800,28.8,36.954,22793.06,,229,761,722,17664,2,100
8:25:41,171802,1568,56.448,1430,51.48,816,29.376,38.586,22794.692,,229,766,722,17664,2,100
8:25:41,171635,1568,56.448,1430,51.48,836,30.096,40.258,22796.364,,229,766,750,17664,2,100
8:25:41,171465,1568,56.448,1430,51.48,854,30.744,41.966,22798.072,,229,766,750,17664,2,100
8:25:41,171291,1568,56.448,1430,51.48,872,31.392,43.71,22799.816,,229,771,777,17664,2,100
