时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
8:49:20,134946,1568,56.448,1430,51.48,0,0.0,0.0,38597.798,,298,878,0,5772,2,100
8:49:21,134945,1568,56.448,1430,51.48,4,0.144,0.008,38597.806,,298,878,0,6684,2,100
8:49:21,134944,1568,56.448,1430,51.48,5,0.18,0.018,38597.816,,298,869,0,7044,2,100
8:49:21,134943,1568,56.448,1430,51.48,6,0.216,0.03,38597.828,,298,869,0,7536,2,100
8:49:21,134941,1568,56.448,1430,51.48,11,0.396,0.052,38597.85,,298,869,0,8028,2,100
8:49:21,134938,1568,56.448,1430,51.48,14,0.504,0.08,38597.878,,298,869,0,8232,2,100
8:49:22,134935,1568,56.448,1430,51.48,18,0.648,0.116,38597.914,,298,869,0,8640,2,100
8:49:22,134930,1568,56.448,1430,51.48,24,0.864,0.164,38597.962,,298,869,0,9636,2,100
8:49:22,134924,1568,56.448,1430,51.48,29,1.044,0.222,38598.02,,298,869,0,9996,2,100
8:49:22,134917,1568,56.448,1430,51.48,38,1.368,0.298,38598.096,,298,869,0,10284,2,100
8:49:22,134908,1568,56.448,1430,51.48,44,1.584,0.386,38598.184,,298,864,0,10692,2,100
8:49:23,134897,1568,56.448,1430,51.48,52,1.872,0.49,38598.288,,298,859,13,11592,2,100
8:49:23,134885,1568,56.448,1430,51.48,62,2.232,0.614,38598.412,,298,859,13,11952,2,100
8:49:23,134871,1568,56.448,1430,51.48,71,2.556,0.756,38598.554,,298,859,13,12240,2,100
8:49:23,134854,1568,56.448,1430,51.48,83,2.988,0.922,38598.72,,298,849,13,12648,2,100
8:49:23,134835,1568,56.448,1430,51.48,94,3.384,1.11,38598.908,,298,844,41,13140,2,100
8:49:24,134814,1568,56.448,1430,51.48,106,3.816,1.322,38599.12,,298,834,41,13560,2,100
8:49:24,134790,1568,56.448,1430,51.48,119,4.284,1.56,38599.358,,298,834,55,14424,2,100
8:49:24,134763,1568,56.448,1430,51.48,134,4.824,1.828,38599.626,,298,820,55,14916,2,100
8:49:24,134734,1568,56.448,1430,51.48,148,5.328,2.124,38599.922,,298,815,69,15108,2,100
8:49:24,134701,1568,56.448,1430,51.48,164,5.904,2.452,38600.25,,298,815,97,16020,2,100
8:49:25,134665,1568,56.448,1430,51.48,180,6.48,2.812,38600.61,,298,815,97,16380,2,100
8:49:25,134626,1568,56.448,1430,51.48,198,7.128,3.208,38601.006,,298,815,97,16872,2,100
8:49:25,134583,1568,56.448,1430,51.48,216,7.776,3.64,38601.438,,298,815,97,17160,2,100
8:49:25,134536,1568,56.448,1430,51.48,234,8.424,4.108,38601.906,,298,820,152,17556,2,100
8:49:25,134485,1568,56.448,1430,51.48,253,9.108,4.614,38602.412,,298,805,180,17652,2,100
8:49:26,134431,1568,56.448,1430,51.48,271,9.756,5.156,38602.954,,298,805,208,17676,2,100
8:49:26,134373,1568,56.448,1430,51.48,291,10.476,5.738,38603.536,,298,791,208,17676,2,100
8:49:26,134311,1568,56.448,1430,51.48,308,11.088,6.354,38604.152,,298,791,222,17676,2,100
8:49:26,134246,1568,56.448,1430,51.48,326,11.736,7.006,38604.804,,298,810,250,17676,2,100
8:49:26,134177,1568,56.448,1430,51.48,346,12.456,7.698,38605.496,,298,800,250,17676,2,100
8:49:27,134104,1568,56.448,1430,51.48,365,13.14,8.428,38606.226,,298,800,277,17676,2,100
8:49:27,134028,1568,56.448,1430,51.48,381,13.716,9.19,38606.988,,298,795,277,17664,2,100
8:49:27,133948,1568,56.448,1430,51.48,399,14.364,9.988,38607.786,,298,791,319,17676,2,100
8:49:27,133865,1568,56.448,1430,51.48,419,15.084,10.826,38608.624,,298,791,319,17676,2,100
