时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
11:24:11,134948,1568,56.448,1430,51.48,0,0.0,0.0,84737.244,,263,791,0,5172,2,100
11:24:12,134948,1568,56.448,1430,51.48,1,0.036,0.002,84737.246,,263,791,0,5520,2,100
11:24:12,134947,1568,56.448,1430,51.48,2,0.072,0.006,84737.25,,263,795,0,6024,2,100
11:24:12,134947,1568,56.448,1430,51.48,4,0.144,0.014,84737.258,,263,795,0,6732,2,100
11:24:12,134945,1568,56.448,1430,51.48,7,0.252,0.028,84737.272,,263,795,0,7140,2,100
11:24:12,134944,1568,56.448,1430,51.48,9,0.324,0.046,84737.29,,263,805,0,7632,2,100
11:24:13,134941,1568,56.448,1430,51.48,13,0.468,0.072,84737.316,,263,883,0,7980,2,100
11:24:13,134937,1568,56.448,1430,51.48,17,0.612,0.106,84737.35,,263,883,0,8748,2,100
11:24:13,134933,1568,56.448,1430,51.48,20,0.72,0.146,84737.39,,263,883,0,9204,2,100
11:24:13,134928,1568,56.448,1430,51.48,28,1.008,0.202,84737.446,,263,883,0,9612,2,100
11:24:13,134921,1568,56.448,1430,51.48,34,1.224,0.27,84737.514,,263,864,0,10092,2,100
11:24:14,134913,1568,56.448,1430,51.48,40,1.44,0.35,84737.594,,263,864,0,10452,2,100
11:24:14,134903,1568,56.448,1430,51.48,48,1.728,0.446,84737.69,,263,864,0,11160,2,100
11:24:14,134892,1568,56.448,1430,51.48,57,2.052,0.56,84737.804,,263,859,0,11652,2,100
11:24:14,134879,1568,56.448,1430,51.48,67,2.412,0.694,84737.938,,263,854,13,12060,2,100
11:24:14,134863,1568,56.448,1430,51.48,77,2.772,0.848,84738.092,,263,849,41,12540,2,100
11:24:15,134846,1568,56.448,1430,51.48,87,3.132,1.022,84738.266,,263,849,41,12900,2,100
11:24:15,134826,1568,56.448,1430,51.48,100,3.6,1.222,84738.466,,263,844,41,13620,2,100
11:24:15,134803,1568,56.448,1430,51.48,112,4.032,1.446,84738.69,,263,844,55,14028,2,100
11:24:15,134778,1568,56.448,1430,51.48,127,4.572,1.7,84738.944,,263,834,55,14520,2,100
11:24:15,134750,1568,56.448,1430,51.48,139,5.004,1.978,84739.222,,263,830,69,14868,2,100
11:24:16,134719,1568,56.448,1430,51.48,156,5.616,2.29,84739.534,,263,815,83,15636,2,100
11:24:16,134685,1568,56.448,1430,51.48,171,6.156,2.632,84739.876,,263,815,97,16068,2,100
11:24:16,134648,1568,56.448,1430,51.48,187,6.732,3.006,84740.25,,263,805,97,16476,2,100
11:24:16,134607,1568,56.448,1430,51.48,204,7.344,3.414,84740.658,,263,805,125,16968,2,100
11:24:16,134562,1568,56.448,1430,51.48,223,8.028,3.86,84741.104,,263,805,138,17328,2,100
11:24:17,134514,1568,56.448,1430,51.48,242,8.712,4.344,84741.588,,263,805,138,17652,2,100
11:24:17,134461,1568,56.448,1430,51.48,260,9.36,4.864,84742.108,,263,800,180,17676,2,100
11:24:17,134405,1568,56.448,1430,51.48,279,10.044,5.422,84742.666,,263,800,180,17676,2,100
11:24:17,134346,1568,56.448,1430,51.48,297,10.692,6.016,84743.26,,263,795,194,17664,2,100
11:24:17,134283,1568,56.448,1430,51.48,315,11.34,6.646,84743.89,,263,791,222,17676,2,100
11:24:18,134217,1568,56.448,1430,51.48,334,12.024,7.314,84744.558,,263,786,250,17664,2,100
11:24:18,134146,1568,56.448,1430,51.48,352,12.672,8.018,84745.262,,263,786,250,17676,2,100
11:24:18,134072,1568,56.448,1430,51.48,371,13.356,8.76,84746.004,,263,786,291,17676,2,100
11:24:18,133995,1568,56.448,1430,51.48,389,14.004,9.538,84746.782,,263,786,319,17676,2,100
11:24:18,133914,1568,56.448,1430,51.48,407,14.652,10.352,84747.596,,263,786,319,17676,2,100
11:24:19,133829,1568,56.448,1430,51.48,425,15.3,11.202,84748.446,,263,781,333,17676,2,100
11:24:19,133738,1568,56.448,1430,51.48,443,15.948,12.088,84749.332,,263,781,333,17664,2,100
11:24:19,133646,1568,56.448,1430,51.48,462,16.632,13.012,84750.256,,263,781,361,17664,2,100
11:24:19,133551,1568,56.448,1430,51.48,480,17.28,13.972,84751.216,,263,771,402,17664,2,100
11:24:19,133451,1568,56.448,1430,51.48,498,17.928,14.968,84752.212,,263,771,402,17664,2,100
11:24:20,133348,1568,56.448,1430,51.48,516,18.576,16.0,84753.244,,263,771,430,17664,2,100
11:24:20,133242,1568,56.448,1430,51.48,533,19.188,17.066,84754.31,,263,771,430,17664,2,100
11:24:20,133132,1568,56.448,1430,51.48,552,19.872,18.17,84755.414,,263,776,472,17664,2,100
11:24:20,133018,1568,56.448,1430,51.48,569,20.484,19.308,84756.552,,263,776,486,17676,2,100
11:24:20,132901,1568,56.448,1430,51.48,589,21.204,20.486,84757.73,,263,771,486,17664,2,100
11:24:21,132780,1568,56.448,1430,51.48,606,21.816,21.698,84758.942,,263,771,486,17676,2,100
11:24:21,132652,1568,56.448,1430,51.48,625,22.5,22.948,84760.192,,263,771,541,17676,2,100
11:24:21,132524,1568,56.448,1430,51.48,642,23.112,24.232,84761.476,,263,771,541,17676,2,100
11:24:21,132392,1568,56.448,1430,51.48,662,23.832,25.556,84762.8,,263,771,583,17664,2,100
11:24:21,132256,1568,56.448,1430,51.48,679,24.444,26.914,84764.158,,263,766,597,17676,2,100
11:24:22,132117,1568,56.448,1430,51.48,698,25.128,28.31,84765.554,,263,766,611,17664,2,100
11:24:22,131975,1568,56.448,1430,51.48,715,25.74,29.74,84766.984,,263,766,611,17664,2,100
11:24:22,131828,1568,56.448,1430,51.48,735,26.46,31.21,84768.454,,263,771,652,17664,2,100
11:24:22,131678,1568,56.448,1430,51.48,752,27.072,32.714,84769.958,,263,756,666,17664,2,100
11:24:22,131524,1568,56.448,1430,51.48,772,27.792,34.258,84771.502,,263,756,666,17676,2,100
11:24:23,131366,1568,56.448,1430,51.48,789,28.404,35.836,84773.08,,263,756,694,17664,2,100
11:24:23,131201,1568,56.448,1430,51.48,808,29.088,37.452,84774.696,,263,761,694,17676,2,100
11:24:23,131036,1568,56.448,1430,51.48,827,29.772,39.106,84776.35,,263,761,736,17664,2,100
11:24:23,130868,1568,56.448,1430,51.48,845,30.42,40.796,84778.04,,263,761,750,17664,2,100
11:24:23,130696,1568,56.448,1430,51.48,863,31.068,42.522,84779.766,,263,756,777,17664,2,100
11:24:24,130520,1568,56.448,1430,51.48,881,31.716,44.284,84781.528,,263,756,777,17664,2,100
11:24:24,130340,1568,56.448,1430,51.48,899,32.364,46.082,84783.326,,263,756,805,17664,2,100
11:24:24,130157,1568,56.448,1430,51.48,917,33.012,47.916,84785.16,,263,751,847,17664,2,100
11:24:24,129970,1568,56.448,1430,51.48,938,33.768,49.792,84787.036,,263,751,847,17664,2,100
11:24:24,129780,1568,56.448,1430,51.48,954,34.344,51.7,84788.944,,263,751,875,17664,2,100
11:24:25,129586,1568,56.448,1430,51.48,972,34.992,53.644,84790.888,,263,756,888,17664,2,100
11:24:25,129383,1568,56.448,1430,51.48,991,35.676,55.626,84792.87,,263,751,930,17664,2,100
11:24:25,129182,1568,56.448,1430,51.48,1010,36.36,57.646,84794.89,,263,751,930,17664,2,100
11:24:25,128977,1568,56.448,1430,51.48,1026,36.936,59.698,84796.942,,263,756,944,17676,2,100
11:24:25,128768,1568,56.448,1430,51.48,1046,37.656,61.79,84799.034,,263,751,944,17664,2,100
11:24:26,128556,1568,56.448,1430,51.48,1064,38.304,63.918,84801.162,,263,751,972,17664,2,100
11:24:26,128340,1568,56.448,1430,51.48,1082,38.952,66.082,84803.326,,263,766,1000,17664,2,100
11:24:26,128121,1568,56.448,1430,51.48,1100,39.6,68.282,84805.526,,263,751,1013,17664,2,100
11:24:26,127898,1578,56.808,1440,51.84,1117,40.212,70.516,84807.76,,263,751,1013,17664,2,100
11:24:26,127671,1578,56.808,1440,51.84,1136,40.896,72.788,84810.032,,263,756,1055,17676,2,100
11:24:27,127442,1578,56.808,1440,51.84,1153,41.508,75.094,84812.338,,263,756,1083,17664,2,100
11:24:27,127202,1578,56.808,1440,51.84,1170,42.12,77.434,84814.678,,263,756,1083,17664,2,100
11:24:27,126965,1578,56.808,1440,51.84,1187,42.732,79.808,84817.052,,263,751,1111,17664,2,100
11:24:27,126725,1578,56.808,1440,51.84,1203,43.308,82.214,84819.458,,263,737,1125,17664,2,100
11:24:27,126482,1578,56.808,1440,51.84,1220,43.92,84.654,84821.898,,263,737,1125,17664,2,100
11:24:28,126235,1578,56.808,1440,51.84,1237,44.532,87.128,84824.372,,263,751,1166,17664,2,100
