时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
8:28:29,184185,1567,56.412,1429,51.444,0,0.0,0.0,24845.268,,238,815,0,5712,0,100
8:28:29,184184,1567,56.412,1429,51.444,5,0.18,0.01,24845.278,,238,815,0,6276,0,100
8:28:30,184184,1567,56.412,1429,51.444,5,0.18,0.02,24845.288,,238,815,0,6276,0,100
8:28:30,184180,1567,56.412,1429,51.444,10,0.36,0.04,24845.308,,238,815,0,7560,0,100
8:28:30,184178,1567,56.412,1429,51.444,14,0.504,0.068,24845.336,,238,815,0,7860,0,100
8:28:30,184178,1567,56.412,1429,51.444,14,0.504,0.096,24845.364,,238,815,0,7860,0,100
8:28:30,184174,1567,56.412,1429,51.444,18,0.648,0.132,24845.4,,238,815,0,8340,0,100
8:28:31,184169,1567,56.412,1429,51.444,23,0.828,0.178,24845.446,,238,820,0,8724,0,100
8:28:31,184164,1567,56.412,1429,51.444,29,1.044,0.236,24845.504,,238,820,0,9648,0,100
8:28:31,184156,1567,56.412,1429,51.444,36,1.296,0.308,24845.576,,238,820,0,10032,0,100
8:28:31,184137,1567,56.412,1429,51.444,51,1.836,0.41,24845.678,,238,810,13,10812,0,100
8:28:31,184137,1567,56.412,1429,51.444,51,1.836,0.512,24845.78,,238,810,13,10812,0,100
8:28:32,184126,1567,56.412,1429,51.444,60,2.16,0.632,24845.9,,238,815,27,11184,0,100
8:28:32,184112,1567,56.412,1429,51.444,69,2.484,0.77,24846.038,,238,810,27,12096,0,100
8:28:32,184096,1567,56.412,1429,51.444,80,2.88,0.93,24846.198,,238,810,41,12468,0,100
8:28:32,184078,1567,56.412,1429,51.444,91,3.276,1.112,24846.38,,238,800,41,12768,0,100
8:28:32,184056,1567,56.412,1429,51.444,104,3.744,1.32,24846.588,,238,800,41,13260,0,100
8:28:33,184033,1567,56.412,1429,51.444,117,4.212,1.554,24846.822,,238,810,41,14064,0,100
8:28:33,184007,1567,56.412,1429,51.444,129,4.644,1.812,24847.08,,238,810,69,14556,0,100
8:28:33,183947,1567,56.412,1429,51.444,159,5.724,2.13,24847.398,,238,791,83,15228,0,100
8:28:33,183912,1567,56.412,1429,51.444,175,6.3,2.48,24847.748,,238,805,97,15720,0,100
8:28:33,183912,1567,56.412,1429,51.444,175,6.3,2.83,24848.098,,238,805,97,15720,0,100
8:28:34,183874,1567,56.412,1429,51.444,192,6.912,3.214,24848.482,,238,800,125,16092,0,100
8:28:34,183787,1567,56.412,1429,51.444,228,8.208,3.67,24848.938,,238,786,152,17388,0,100
8:28:34,183738,1567,56.412,1429,51.444,245,8.82,4.16,24849.428,,238,786,166,17604,0,100
8:28:34,183738,1567,56.412,1429,51.444,245,8.82,4.65,24849.918,,238,786,166,17604,0,100
8:28:34,183684,1567,56.412,1429,51.444,265,9.54,5.18,24850.448,,238,786,166,17652,0,100
8:28:35,183627,1567,56.412,1429,51.444,284,10.224,5.748,24851.016,,238,786,194,17664,0,100
8:28:35,183567,1567,56.412,1429,51.444,301,10.836,6.35,24851.618,,238,781,222,17676,0,100
8:28:35,183435,1567,56.412,1429,51.444,338,12.168,7.026,24852.294,,238,791,236,17676,0,100
8:28:35,183435,1567,56.412,1429,51.444,338,12.168,7.702,24852.97,,238,791,236,17676,0,100
8:28:35,183289,1567,56.412,1429,51.444,376,13.536,8.454,24853.722,,238,791,277,17664,0,100
8:28:36,183289,1567,56.412,1429,51.444,376,13.536,9.206,24854.474,,238,791,277,17664,0,100
8:28:36,183210,1567,56.412,1429,51.444,394,14.184,9.994,24855.262,,238,791,305,17676,0,100
8:28:36,183128,1567,56.412,1429,51.444,413,14.868,10.82,24856.088,,238,791,319,17664,0,100
8:28:36,183042,1567,56.412,1429,51.444,431,15.516,11.682,24856.95,,238,795,319,17664,0,100
8:28:36,182950,1567,56.412,1429,51.444,449,16.164,12.58,24857.848,,238,795,361,17664,0,100
8:28:37,182854,1567,56.412,1429,51.444,467,16.812,13.514,24858.782,,238,810,388,17664,0,100
8:28:37,182757,1567,56.412,1429,51.444,486,17.496,14.486,24859.754,,238,834,388,17664,0,100
8:28:37,182552,1567,56.412,1429,51.444,523,18.828,15.532,24860.8,,238,844,430,17676,0,100
8:28:37,182552,1567,56.412,1429,51.444,523,18.828,16.578,24861.846,,238,844,430,17676,0,100
8:28:37,182444,1567,56.412,1429,51.444,540,19.44,17.658,24862.926,,238,844,430,17676,0,100
8:28:38,182333,1567,56.412,1429,51.444,560,20.16,18.778,24864.046,,238,820,472,17664,0,100
8:28:38,182218,1567,56.412,1429,51.444,577,20.772,19.932,24865.2,,238,820,500,17676,0,100
8:28:38,182099,1567,56.412,1429,51.444,596,21.456,21.124,24866.392,,238,810,500,17664,0,100
8:28:38,181976,1567,56.412,1429,51.444,613,22.068,22.35,24867.618,,238,820,513,17664,0,100
8:28:38,181847,1567,56.412,1429,51.444,632,22.752,23.614,24868.882,,238,820,555,17664,0,100
8:28:39,181717,1567,56.412,1429,51.444,650,23.4,24.914,24870.182,,238,815,583,17664,0,100
8:28:39,181584,1567,56.412,1429,51.444,670,24.12,26.254,24871.522,,238,815,583,17664,0,100
8:28:39,181447,1567,56.412,1429,51.444,686,24.696,27.626,24872.894,,238,805,597,17676,0,100
8:28:39,181306,1567,56.412,1429,51.444,706,25.416,29.038,24874.306,,238,810,625,17664,0,100
8:28:39,181162,1567,56.412,1429,51.444,725,26.1,30.488,24875.756,,238,810,625,17664,0,100
8:28:40,181013,1567,56.412,1429,51.444,743,26.748,31.974,24877.242,,238,805,652,17664,0,100
8:28:40,180862,1567,56.412,1429,51.444,761,27.396,33.496,24878.764,,238,800,680,17676,0,100
8:28:40,180706,1567,56.412,1429,51.444,780,28.08,35.056,24880.324,,238,800,680,17664,0,100
8:28:40,180380,1567,56.412,1429,51.444,817,29.412,36.69,24881.958,,238,795,722,17676,0,100
8:28:40,180380,1567,56.412,1429,51.444,817,29.412,38.324,24883.592,,238,795,722,17676,0,100
8:28:41,180213,1567,56.412,1429,51.444,836,30.096,39.996,24885.264,,238,795,722,17664,0,100
8:28:41,180043,1567,56.412,1429,51.444,853,30.708,41.702,24886.97,,238,786,763,17664,0,100
8:28:41,179868,1567,56.412,1429,51.444,873,31.428,43.448,24888.716,,238,786,777,17664,0,100
8:28:41,179691,1567,56.412,1429,51.444,891,32.076,45.23,24890.498,,238,781,777,17676,0,100
8:28:41,179509,1567,56.412,1429,51.444,910,32.76,47.05,24892.318,,238,781,819,17664,0,100
8:28:42,179135,1567,56.412,1429,51.444,947,34.092,48.944,24894.212,,238,781,861,17664,0,100
8:28:42,179135,1567,56.412,1429,51.444,947,34.092,50.838,24896.106,,238,781,861,17664,0,100
8:28:42,178942,1567,56.412,1429,51.444,966,34.776,52.77,24898.038,,238,781,875,17676,0,100
8:28:42,178746,1567,56.412,1429,51.444,984,35.424,54.738,24900.006,,238,776,875,17664,0,100
8:28:42,178541,1567,56.412,1429,51.444,1003,36.108,56.744,24902.012,,238,766,902,17664,0,100
8:28:43,178338,1567,56.412,1429,51.444,1020,36.72,58.784,24904.052,,238,781,930,17664,0,100
8:28:43,178130,1567,56.412,1429,51.444,1040,37.44,60.864,24906.132,,238,781,944,17664,0,100
8:28:43,177919,1567,56.412,1429,51.444,1058,38.088,62.98,24908.248,,238,766,944,17664,0,100
8:28:43,177705,1567,56.412,1429,51.444,1075,38.7,65.13,24910.398,,238,766,986,17664,0,100
8:28:43,177487,1567,56.412,1429,51.444,1093,39.348,67.316,24912.584,,238,781,986,17664,0,100
8:28:44,177264,1577,56.772,1439,51.804,1113,40.068,69.542,24914.81,,238,766,1027,17676,0,100
8:28:44,177039,1577,56.772,1439,51.804,1129,40.644,71.8,24917.068,,238,766,1041,17664,0,100
8:28:44,176577,1577,56.772,1439,51.804,1167,42.012,74.134,24919.402,,238,761,1083,17664,0,100
8:28:44,176577,1577,56.772,1439,51.804,1167,42.012,76.468,24921.736,,238,761,1083,17664,0,100
8:28:44,176335,1577,56.772,1439,51.804,1185,42.66,78.838,24924.106,,238,761,1083,17664,0,100
8:28:45,176095,1577,56.772,1439,51.804,1202,43.272,81.242,24926.51,,238,771,1125,17664,0,100
8:28:45,175852,1577,56.772,1439,51.804,1219,43.884,83.68,24928.948,,238,756,1138,17664,0,100
8:28:45,175605,1577,56.772,1439,51.804,1235,44.46,86.15,24931.418,,238,756,1152,17664,0,100
8:28:45,175103,1577,56.772,1439,51.804,1268,45.648,88.686,24933.954,,238,761,1194,17664,0,86
8:28:45,175103,1577,56.772,1439,51.804,1268,45.648,91.222,24936.49,,238,761,1194,17664,0,92
8:28:46,174587,1577,56.772,1439,51.804,1300,46.8,93.822,24939.09,,238,751,1208,17664,0,74
8:28:46,174587,1577,56.772,1439,51.804,1300,46.8,96.422,24941.69,,238,751,1208,17664,0,76
8:28:46,174325,1577,56.772,1439,51.804,1314,47.304,99.05,24944.318,,238,751,1236,17664,0,79
8:28:46,174059,1577,56.772,1439,51.804,1331,47.916,101.712,24946.98,,238,766,1263,17664,0,59
8:28:46,173784,1577,56.772,1439,51.804,1345,48.42,104.402,24949.67,,238,761,1291,17592,0,41
8:28:47,173513,1577,56.772,1439,51.804,1361,48.996,107.124,24952.392,,238,761,1291,17328,0,27
8:28:47,173239,1577,56.772,1439,51.804,1375,49.5,109.874,24955.142,,238,751,1319,17496,0,16
8:28:47,172962,1598,57.528,1460,52.56,1388,49.968,112.65,24957.918,,238,751,1319,16164,0,79
8:28:47,172401,1598,57.528,1460,52.56,1408,50.688,115.466,24960.734,,238,761,1347,11484,0,0
8:28:47,172401,1598,57.528,1460,52.56,1408,50.688,118.282,24963.55,,238,761,1347,11484,0,0
8:28:48,172120,1598,57.528,1460,52.56,1412,50.832,121.106,24966.374,,238,756,1361,9048,0,0
8:28:48,171837,1598,57.528,1460,52.56,1416,50.976,123.938,24969.206,,238,756,1361,7848,0,0
8:28:48,171554,1598,57.528,1460,52.56,1419,51.084,126.776,24972.044,,238,791,1388,5088,0,0
8:28:48,171271,1598,57.528,1460,52.56,1418,51.048,129.612,24974.88,,238,791,1388,2796,0,0
8:28:48,170982,2222,79.992,2084,75.024,1415,50.94,132.442,24977.71,,238,800,1416,2532,0,100
8:28:49,170700,2222,79.992,2084,75.024,1415,50.94,135.272,24980.54,,238,825,1416,2472,0,100
8:28:49,170417,2222,79.992,2084,75.024,1416,50.976,138.104,24983.372,,238,825,1416,2448,0,100
8:28:49,170135,2222,79.992,2084,75.024,1412,50.832,140.928,24986.196,,238,830,1416,2448,0,100
8:28:49,169854,2222,79.992,2084,75.024,1412,50.832,143.752,24989.02,,238,830,1416,2808,0,100
8:28:49,169291,2222,79.992,2084,75.024,1411,50.796,146.574,24991.842,,238,834,1416,4776,0,100
8:28:50,169291,2222,79.992,2084,75.024,1411,50.796,149.396,24994.664,,238,834,1416,4776,0,100
8:28:50,168727,2222,79.992,2084,75.024,1412,50.832,152.22,24997.488,,238,830,1416,6096,0,100
8:28:50,168727,2222,79.992,2084,75.024,1412,50.832,155.044,25000.312,,238,830,1416,6096,0,100
8:28:50,168445,2222,79.992,2084,75.024,1414,50.904,157.872,25003.14,,238,815,1416,6396,0,100
8:28:50,168156,2222,79.992,2084,75.024,1416,50.976,160.704,25005.972,,238,810,1416,6900,0,100
8:28:51,167873,2222,79.992,2084,75.024,1420,51.12,163.544,25008.812,,238,810,1416,7260,0,100
8:28:51,167589,2222,79.992,2084,75.024,1422,51.192,166.388,25011.656,,238,810,1416,8064,0,100
8:28:51,167304,2222,79.992,2084,75.024,1426,51.336,169.24,25014.508,,238,810,1416,8556,0,100
8:28:51,167019,2222,79.992,2084,75.024,1432,51.552,172.104,25017.372,,238,791,1416,8856,0,100
8:28:51,166732,2222,79.992,2084,75.024,1437,51.732,174.978,25020.246,,238,800,1416,9360,1,100
8:28:52,166444,2222,79.992,2084,75.024,1443,51.948,177.864,25023.132,,238,800,1416,10032,1,100
8:28:52,165865,2222,79.992,2084,75.024,1456,52.416,180.776,25026.044,,238,791,1430,10836,1,100
8:28:52,165865,2222,79.992,2084,75.024,1456,52.416,183.688,25028.956,,238,791,1430,10836,1,100
8:28:52,165272,2222,79.992,2084,75.024,1470,52.92,186.628,25031.896,,238,781,1444,11676,1,100
8:28:52,165272,2222,79.992,2084,75.024,1470,52.92,189.568,25034.836,,238,781,1444,11676,1,100
8:28:53,164977,2222,79.992,2084,75.024,1479,53.244,192.526,25037.794,,238,781,1444,12480,1,100
