时间,目标距离,EBI速度,EBI速度(km/h),目标速度,目标速度（km/h）,车速数据(cm/s),车速(km/h),计算距离(m),公里标（m）,实际长度(m),列车重量,网压,车辆速度,ATO输出的电流值,当前坡度,PID控制器期望输出的加速度
7:30:54,175270,2021,72.756,1883,67.788,1853,66.708,0.0,13858.694,,311,766,1847,2460,-3,0
7:30:54,174900,2021,72.756,1883,67.788,1853,66.708,3.706,13862.4,,311,761,1861,2460,-3,0
7:30:54,174531,2021,72.756,1883,67.788,1853,66.708,7.412,13866.106,,311,761,1861,2460,-3,0
7:30:54,174161,2021,72.756,1883,67.788,1854,66.744,11.12,13869.814,,311,771,1861,2448,-3,-91
7:30:54,173791,2021,72.756,1883,67.788,1853,66.708,14.826,13873.52,,311,766,1861,3984,-3,-109
7:30:55,173422,2021,72.756,1883,67.788,1853,66.708,18.532,13877.226,,311,766,1861,5052,-3,-109
7:30:55,173052,2021,72.756,1883,67.788,1854,66.744,22.24,13880.934,,311,766,1861,4752,-3,0
7:30:55,172673,2021,72.756,1883,67.788,1853,66.708,25.946,13884.64,,311,756,1861,4668,-3,0
7:30:55,172303,2021,72.756,1883,67.788,1851,66.636,29.648,13888.342,,311,756,1861,5376,-3,0
7:30:55,171935,2021,72.756,1883,67.788,1845,66.42,33.338,13892.032,,311,771,1847,6048,-3,0
7:30:56,171568,2021,72.756,1883,67.788,1841,66.276,37.02,13895.714,,311,771,1861,6360,-3,0
7:30:56,171201,2021,72.756,1883,67.788,1841,66.276,40.702,13899.396,,311,781,1861,5016,-3,0
7:30:56,170834,2021,72.756,1883,67.788,1838,66.168,44.378,13903.072,,311,786,1861,2928,-3,0
7:30:56,170467,2021,72.756,1883,67.788,1840,66.24,48.058,13906.752,,311,786,1847,2628,-3,0
7:30:56,170100,2021,72.756,1883,67.788,1838,66.168,51.734,13910.428,,311,786,1847,2472,-3,0
7:30:57,169734,2021,72.756,1883,67.788,1836,66.096,55.406,13914.1,,311,766,1847,2460,-3,0
7:30:57,169368,2021,72.756,1883,67.788,1837,66.132,59.08,13917.774,,311,766,1847,2460,-2,0
7:30:57,168993,2021,72.756,1883,67.788,1835,66.06,62.75,13921.444,,311,766,1847,2460,-2,0
7:30:57,168626,2021,72.756,1883,67.788,1836,66.096,66.422,13925.116,,311,766,1847,2448,-2,0
7:30:57,168260,2021,72.756,1883,67.788,1835,66.06,70.092,13928.786,,311,766,1833,2448,-2,0
7:30:58,167894,2021,72.756,1883,67.788,1833,65.988,73.758,13932.452,,311,766,1833,2460,-2,0
7:30:58,167528,2021,72.756,1883,67.788,1834,66.024,77.426,13936.12,,311,771,1833,2460,-2,0
7:30:58,167163,2021,72.756,1883,67.788,1831,65.916,81.088,13939.782,,311,771,1833,2460,-2,0
7:30:58,166797,2021,72.756,1883,67.788,1832,65.952,84.752,13943.446,,311,766,1833,2460,-2,0
7:30:58,166432,2021,72.756,1883,67.788,1831,65.916,88.414,13947.108,,311,776,1833,2448,-2,0
7:30:59,166067,2021,72.756,1883,67.788,1831,65.916,92.076,13950.77,,311,776,1833,2460,-2,0
7:30:59,165701,2021,72.756,1883,67.788,1831,65.916,95.738,13954.432,,311,771,1833,2460,-2,0
7:30:59,165327,2021,72.756,1883,67.788,1831,65.916,99.4,13958.094,,311,771,1833,2448,-2,0
7:30:59,164962,2021,72.756,1883,67.788,1830,65.88,103.06,13961.754,,311,771,1833,2460,-2,0
7:30:59,164597,2021,72.756,1883,67.788,1829,65.844,106.718,13965.412,,311,771,1833,2460,-2,0
7:31:00,164232,2021,72.756,1883,67.788,1829,65.844,110.376,13969.07,,311,771,1833,2460,-2,0
7:31:00,163868,2021,72.756,1883,67.788,1828,65.808,114.032,13972.726,,311,776,1833,2460,-2,0
7:31:00,163503,2021,72.756,1883,67.788,1827,65.772,117.686,13976.38,,311,776,1833,2460,-2,0
7:31:00,163139,2021,72.756,1883,67.788,1826,65.736,121.338,13980.032,,311,771,1833,2448,-2,0
7:31:00,162775,2021,72.756,1883,67.788,1825,65.7,124.988,13983.682,,311,771,1833,2448,-2,0
7:31:01,162411,2021,72.756,1883,67.788,1825,65.7,128.638,13987.332,,311,766,1833,2460,-2,0
7:31:01,162047,2021,72.756,1883,67.788,1823,65.628,132.284,13990.978,,311,766,1833,2448,-2,0
7:31:01,161674,2021,72.756,1883,67.788,1822,65.592,135.928,13994.622,,311,776,1833,2460,-2,0
7:31:01,161311,2021,72.756,1883,67.788,1820,65.52,139.568,13998.262,,311,766,1819,2448,-2,0
7:31:01,160948,2021,72.756,1883,67.788,1820,65.52,143.208,14001.902,,311,771,1819,2460,-2,0
7:31:02,160585,2222,79.992,2084,75.024,1819,65.484,146.846,14005.54,,311,771,1833,2448,-2,100
7:31:02,160223,2222,79.992,2084,75.024,1818,65.448,150.482,14009.176,,311,771,1819,2448,-2,100
7:31:02,159860,2222,79.992,2084,75.024,1818,65.448,154.118,14012.812,,311,766,1819,2448,-2,100
7:31:02,159498,2222,79.992,2084,75.024,1816,65.376,157.75,14016.444,,311,771,1819,2448,-2,100
7:31:02,159136,2222,79.992,2084,75.024,1814,65.304,161.378,14020.072,,311,771,1819,4032,-2,100
7:31:03,158774,2222,79.992,2084,75.024,1815,65.34,165.008,14023.702,,311,771,1819,4776,-2,100
7:31:03,158412,2222,79.992,2084,75.024,1814,65.304,168.636,14027.33,,311,766,1819,5088,-2,100
7:31:03,158040,2222,79.992,2084,75.024,1815,65.34,172.266,14030.96,,311,756,1819,5604,-2,100
7:31:03,157678,2222,79.992,2084,75.024,1818,65.448,175.902,14034.596,,311,756,1819,5880,-2,100
7:31:03,157315,2222,79.992,2084,75.024,1817,65.412,179.536,14038.23,,311,756,1819,6756,-2,100
7:31:04,156952,2222,79.992,2084,75.024,1820,65.52,183.176,14041.87,,311,756,1819,7188,-2,100
